symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
GOOGL,2016-07-19 00:00:00+00:00,753.41,756.59,748.489,749.87,1521795,753.41,756.59,748.489,749.87,1521795,0.0,1.0
GOOGL,2016-07-20 00:00:00+00:00,757.08,760.64,754.05,754.05,1125117,757.08,760.64,754.05,754.05,1125117,0.0,1.0
GOOGL,2016-07-21 00:00:00+00:00,754.41,758.15,751.52,757.0,953053,754.41,758.15,751.52,757.0,953053,0.0,1.0
GOOGL,2016-07-22 00:00:00+00:00,759.28,759.45,752.655,757.32,1046024,759.28,759.45,752.655,757.32,1046024,0.0,1.0
GOOGL,2016-07-25 00:00:00+00:00,757.52,759.8249,754.07,757.68,1073310,757.52,759.8249,754.07,757.68,1073310,0.0,1.0
GOOGL,2016-07-26 00:00:00+00:00,757.65,759.26,752.7503,757.52,1189573,757.65,759.26,752.7503,757.52,1189573,0.0,1.0
GOOGL,2016-07-27 00:00:00+00:00,761.97,764.45,755.93,758.97,1608589,761.97,764.45,755.93,758.97,1608589,0.0,1.0
GOOGL,2016-07-28 00:00:00+00:00,765.84,768.97,759.09,768.84,3673221,765.84,768.97,759.09,768.84,3673221,0.0,1.0
GOOGL,2016-07-29 00:00:00+00:00,791.34,803.94,790.0,797.71,5090527,791.34,803.94,790.0,797.71,5090527,0.0,1.0
GOOGL,2016-08-01 00:00:00+00:00,800.94,807.49,785.04,786.67,3029658,800.94,807.49,785.04,786.67,3029658,0.0,1.0
GOOGL,2016-08-02 00:00:00+00:00,800.12,802.32,794.53,797.33,1996354,800.12,802.32,794.53,797.33,1996354,0.0,1.0
GOOGL,2016-08-03 00:00:00+00:00,798.92,799.54,793.02,796.47,1461025,798.92,799.54,793.02,796.47,1461025,0.0,1.0
GOOGL,2016-08-04 00:00:00+00:00,797.25,800.2,793.92,798.24,1076031,797.25,800.2,793.92,798.24,1076031,0.0,1.0
GOOGL,2016-08-05 00:00:00+00:00,806.93,807.22,797.81,800.11,1807271,806.93,807.22,797.81,800.11,1807271,0.0,1.0
GOOGL,2016-08-08 00:00:00+00:00,805.23,807.6,801.69,806.0,1221609,805.23,807.6,801.69,806.0,1221609,0.0,1.0
GOOGL,2016-08-09 00:00:00+00:00,807.48,813.33,804.06,804.49,1607685,807.48,813.33,804.06,804.49,1607685,0.0,1.0
GOOGL,2016-08-10 00:00:00+00:00,808.49,810.879,806.49,807.05,918514,808.49,810.879,806.49,807.05,918514,0.0,1.0
GOOGL,2016-08-11 00:00:00+00:00,808.2,813.879,806.0,810.47,1282274,808.2,813.879,806.0,810.47,1282274,0.0,1.0
GOOGL,2016-08-12 00:00:00+00:00,807.05,807.19,803.64,805.09,897283,807.05,807.19,803.64,805.09,897283,0.0,1.0
GOOGL,2016-08-15 00:00:00+00:00,805.96,811.36,804.03,807.21,930074,805.96,811.36,804.03,807.21,930074,0.0,1.0
GOOGL,2016-08-16 00:00:00+00:00,801.19,804.26,797.0,803.5,1057897,801.19,804.26,797.0,803.5,1057897,0.0,1.0
GOOGL,2016-08-17 00:00:00+00:00,805.42,805.63,796.3,800.0,1066070,805.42,805.63,796.3,800.0,1066070,0.0,1.0
GOOGL,2016-08-18 00:00:00+00:00,802.75,808.0,801.63,805.36,865160,802.75,808.0,801.63,805.36,865160,0.0,1.0
GOOGL,2016-08-19 00:00:00+00:00,799.65,801.23,796.88,799.79,1120763,799.65,801.23,796.88,799.79,1120763,0.0,1.0
GOOGL,2016-08-22 00:00:00+00:00,796.95,799.3,794.33,798.51,853365,796.95,799.3,794.33,798.51,853365,0.0,1.0
GOOGL,2016-08-23 00:00:00+00:00,796.59,801.0,795.99,800.48,917513,796.59,801.0,795.99,800.48,917513,0.0,1.0
GOOGL,2016-08-24 00:00:00+00:00,793.6,798.46,790.76,796.86,1284437,793.6,798.46,790.76,796.86,1284437,0.0,1.0
GOOGL,2016-08-25 00:00:00+00:00,791.3,794.72,787.23,792.0,1202680,791.3,794.72,787.23,792.0,1202680,0.0,1.0
GOOGL,2016-08-26 00:00:00+00:00,793.22,799.4,789.4069,792.49,1248881,793.22,799.4,789.4069,792.49,1248881,0.0,1.0
GOOGL,2016-08-29 00:00:00+00:00,795.82,798.52,790.32,793.05,773698,795.82,798.52,790.32,793.05,773698,0.0,1.0
GOOGL,2016-08-30 00:00:00+00:00,791.92,798.0,789.47,792.88,1167413,791.92,798.0,789.47,792.88,1167413,0.0,1.0
GOOGL,2016-08-31 00:00:00+00:00,789.85,791.57,787.2,789.6,1071420,789.85,791.57,787.2,789.6,1071420,0.0,1.0
GOOGL,2016-09-01 00:00:00+00:00,791.4,792.89,786.33,791.98,1303460,791.4,792.89,786.33,791.98,1303460,0.0,1.0
GOOGL,2016-09-02 00:00:00+00:00,796.87,797.1,793.26,795.27,1349896,796.87,797.1,793.26,795.27,1349896,0.0,1.0
GOOGL,2016-09-06 00:00:00+00:00,808.02,810.89,795.43,798.39,1989537,808.02,810.89,795.43,798.39,1989537,0.0,1.0
GOOGL,2016-09-07 00:00:00+00:00,807.99,810.6,803.72,807.93,1145724,807.99,810.6,803.72,807.93,1145724,0.0,1.0
GOOGL,2016-09-08 00:00:00+00:00,802.84,808.42,801.0101,805.22,1177660,802.84,808.42,801.0101,805.22,1177660,0.0,1.0
GOOGL,2016-09-09 00:00:00+00:00,788.48,801.75,788.05,798.77,1887633,788.48,801.75,788.05,798.77,1887633,0.0,1.0
GOOGL,2016-09-12 00:00:00+00:00,798.82,800.17,783.5,784.52,1863737,798.82,800.17,783.5,784.52,1863737,0.0,1.0
GOOGL,2016-09-13 00:00:00+00:00,788.72,795.79,784.33,794.01,1809044,788.72,795.79,784.33,794.01,1809044,0.0,1.0
GOOGL,2016-09-14 00:00:00+00:00,790.46,796.33,787.53,787.53,1313912,790.46,796.33,787.53,787.53,1313912,0.0,1.0
GOOGL,2016-09-15 00:00:00+00:00,801.23,803.645,788.66,790.01,1566360,801.23,803.645,788.66,790.01,1566360,0.0,1.0
GOOGL,2016-09-16 00:00:00+00:00,797.97,799.02,793.62,799.02,2130571,797.97,799.02,793.62,799.02,2130571,0.0,1.0
GOOGL,2016-09-19 00:00:00+00:00,795.39,803.99,793.56,801.11,1149522,795.39,803.99,793.56,801.11,1149522,0.0,1.0
GOOGL,2016-09-20 00:00:00+00:00,799.78,802.75,798.26,800.0,1050041,799.78,802.75,798.26,800.0,1050041,0.0,1.0
GOOGL,2016-09-21 00:00:00+00:00,805.03,805.91,796.03,801.26,1348476,805.03,805.91,796.03,801.26,1348476,0.0,1.0
GOOGL,2016-09-22 00:00:00+00:00,815.95,819.06,807.71,810.0,1759290,815.95,819.06,807.71,810.0,1759290,0.0,1.0
GOOGL,2016-09-23 00:00:00+00:00,814.96,817.0,812.73,815.14,1411673,814.96,817.0,812.73,815.14,1411673,0.0,1.0
GOOGL,2016-09-26 00:00:00+00:00,802.65,810.08,800.45,809.82,1472732,802.65,810.08,800.45,809.82,1472732,0.0,1.0
GOOGL,2016-09-27 00:00:00+00:00,810.73,813.49,801.83,801.83,1367271,810.73,813.49,801.83,801.83,1367271,0.0,1.0
GOOGL,2016-09-28 00:00:00+00:00,810.06,810.25,802.7803,804.08,1470280,810.06,810.25,802.7803,804.08,1470280,0.0,1.0
GOOGL,2016-09-29 00:00:00+00:00,802.64,813.91,800.855,807.23,1349974,802.64,813.91,800.855,807.23,1349974,0.0,1.0
GOOGL,2016-09-30 00:00:00+00:00,804.06,808.09,801.5,803.6,1660201,804.06,808.09,801.5,803.6,1660201,0.0,1.0
GOOGL,2016-10-03 00:00:00+00:00,800.38,803.54,796.23,802.55,1489212,800.38,803.54,796.23,802.55,1489212,0.0,1.0
GOOGL,2016-10-04 00:00:00+00:00,802.79,806.5,799.67,805.0,1258706,802.79,806.5,799.67,805.0,1258706,0.0,1.0
GOOGL,2016-10-05 00:00:00+00:00,801.23,808.5,800.71,806.0,1213820,801.23,808.5,800.71,806.0,1213820,0.0,1.0
GOOGL,2016-10-06 00:00:00+00:00,803.08,806.945,800.51,804.08,1099909,803.08,806.945,800.51,804.08,1099909,0.0,1.0
GOOGL,2016-10-07 00:00:00+00:00,800.71,805.94,796.82,805.93,1163899,800.71,805.94,796.82,805.93,1163899,0.0,1.0
GOOGL,2016-10-10 00:00:00+00:00,814.17,817.38,802.24,803.93,1496115,814.17,817.38,802.24,803.93,1496115,0.0,1.0
GOOGL,2016-10-11 00:00:00+00:00,809.57,819.86,807.37,814.17,1721575,809.57,819.86,807.37,814.17,1721575,0.0,1.0
GOOGL,2016-10-12 00:00:00+00:00,811.77,814.5,808.5545,811.96,907876,811.77,814.5,808.5545,811.96,907876,0.0,1.0
GOOGL,2016-10-13 00:00:00+00:00,804.08,806.56,798.62,806.07,1368981,804.08,806.56,798.62,806.07,1368981,0.0,1.0
GOOGL,2016-10-14 00:00:00+00:00,804.6,810.09,802.32,807.45,1111934,804.6,810.09,802.32,807.45,1111934,0.0,1.0
GOOGL,2016-10-17 00:00:00+00:00,806.84,813.49,803.83,805.99,1056367,806.84,813.49,803.83,805.99,1056367,0.0,1.0
GOOGL,2016-10-18 00:00:00+00:00,821.49,828.81,813.33,814.21,2289265,821.49,828.81,813.33,814.21,2289265,0.0,1.0
GOOGL,2016-10-19 00:00:00+00:00,827.09,829.81,823.205,824.52,1500142,827.09,829.81,823.205,824.52,1500142,0.0,1.0
GOOGL,2016-10-20 00:00:00+00:00,821.63,828.465,820.55,827.56,1393870,821.63,828.465,820.55,827.56,1393870,0.0,1.0
GOOGL,2016-10-21 00:00:00+00:00,824.06,824.29,818.31,820.0,1615814,824.06,824.29,818.31,820.0,1615814,0.0,1.0
GOOGL,2016-10-24 00:00:00+00:00,835.74,837.94,829.04,830.09,1447616,835.74,837.94,829.04,830.09,1447616,0.0,1.0
GOOGL,2016-10-25 00:00:00+00:00,828.55,838.5,825.3005,838.5,1890712,828.55,838.5,825.3005,838.5,1890712,0.0,1.0
GOOGL,2016-10-26 00:00:00+00:00,822.1,827.71,816.35,827.12,1794868,822.1,827.71,816.35,827.12,1794868,0.0,1.0
GOOGL,2016-10-27 00:00:00+00:00,817.35,826.58,814.61,823.01,2973486,817.35,826.58,814.61,823.01,2973486,0.0,1.0
GOOGL,2016-10-28 00:00:00+00:00,819.56,839.0,817.0,829.94,4354884,819.56,839.0,817.0,829.94,4354884,0.0,1.0
GOOGL,2016-10-31 00:00:00+00:00,809.9,822.63,808.0,822.43,2242679,809.9,822.63,808.0,822.43,2242679,0.0,1.0
GOOGL,2016-11-01 00:00:00+00:00,805.48,813.96,798.26,810.87,2355890,805.48,813.96,798.26,810.87,2355890,0.0,1.0
GOOGL,2016-11-02 00:00:00+00:00,788.42,806.76,785.0,806.76,2350736,788.42,806.76,785.0,806.76,2350736,0.0,1.0
GOOGL,2016-11-03 00:00:00+00:00,782.19,790.0,778.63,784.5,2175216,782.19,790.0,778.63,784.5,2175216,0.0,1.0
GOOGL,2016-11-04 00:00:00+00:00,781.1,788.48,771.0043,771.3,1970603,781.1,788.48,771.0043,771.3,1970603,0.0,1.0
GOOGL,2016-11-07 00:00:00+00:00,802.03,805.0,792.9,794.95,1992570,802.03,805.0,792.9,794.95,1992570,0.0,1.0
GOOGL,2016-11-08 00:00:00+00:00,811.98,816.04,799.62,802.03,1769069,811.98,816.04,799.62,802.03,1769069,0.0,1.0
GOOGL,2016-11-09 00:00:00+00:00,805.59,811.71,792.035,801.83,3098510,805.59,811.71,792.035,801.83,3098510,0.0,1.0
GOOGL,2016-11-10 00:00:00+00:00,780.29,810.06,768.23,810.0,5909609,780.29,810.06,768.23,810.0,5909609,0.0,1.0
GOOGL,2016-11-11 00:00:00+00:00,771.75,777.29,765.54,776.81,3592641,771.75,777.29,765.54,776.81,3592641,0.0,1.0
GOOGL,2016-11-14 00:00:00+00:00,753.22,771.78,743.59,771.76,3688274,753.22,771.78,743.59,771.76,3688274,0.0,1.0
GOOGL,2016-11-15 00:00:00+00:00,775.16,780.2376,765.22,765.47,2943889,775.16,780.2376,765.22,765.47,2943889,0.0,1.0
GOOGL,2016-11-16 00:00:00+00:00,779.98,783.5,766.33,770.42,1798360,779.98,783.5,766.33,770.42,1798360,0.0,1.0
GOOGL,2016-11-17 00:00:00+00:00,786.16,788.9,779.85,782.5,1533679,786.16,788.9,779.85,782.5,1533679,0.0,1.0
GOOGL,2016-11-18 00:00:00+00:00,775.97,791.29,775.35,787.17,1806264,775.97,791.29,775.35,787.17,1806264,0.0,1.0
GOOGL,2016-11-21 00:00:00+00:00,784.8,786.55,776.3,778.1,1630835,784.8,786.55,776.3,778.1,1630835,0.0,1.0
GOOGL,2016-11-22 00:00:00+00:00,785.0,793.77,783.74,788.99,1394174,785.0,793.77,783.74,788.99,1394174,0.0,1.0
GOOGL,2016-11-23 00:00:00+00:00,779.0,789.52,772.65,789.52,1312981,779.0,789.52,772.65,789.52,1312981,0.0,1.0
GOOGL,2016-11-25 00:00:00+00:00,780.23,782.9,778.19,782.61,613549,780.23,782.9,778.19,782.61,613549,0.0,1.0
GOOGL,2016-11-28 00:00:00+00:00,785.79,799.74,778.1,778.35,2575432,785.79,799.74,778.1,778.35,2575432,0.0,1.0
GOOGL,2016-11-29 00:00:00+00:00,789.44,796.44,785.34,788.38,1561981,789.44,796.44,785.34,788.38,1561981,0.0,1.0
GOOGL,2016-11-30 00:00:00+00:00,775.88,791.51,773.145,789.1,2279054,775.88,791.51,773.145,789.1,2279054,0.0,1.0
GOOGL,2016-12-01 00:00:00+00:00,764.33,778.6,753.36,778.55,2867074,764.33,778.6,753.36,778.55,2867074,0.0,1.0
GOOGL,2016-12-02 00:00:00+00:00,764.46,770.5,759.0,761.9,1718846,764.46,770.5,759.0,761.9,1718846,0.0,1.0
GOOGL,2016-12-05 00:00:00+00:00,778.22,780.0,766.9686,770.0,1688473,778.22,780.0,766.9686,770.0,1688473,0.0,1.0
GOOGL,2016-12-06 00:00:00+00:00,776.18,785.28,773.32,780.19,1734099,776.18,785.28,773.32,780.19,1734099,0.0,1.0
GOOGL,2016-12-07 00:00:00+00:00,791.47,792.0,773.53,779.95,2029415,791.47,792.0,773.53,779.95,2029415,0.0,1.0
GOOGL,2016-12-08 00:00:00+00:00,795.17,799.0,787.905,792.95,1612531,795.17,799.0,787.905,792.95,1612531,0.0,1.0
GOOGL,2016-12-09 00:00:00+00:00,809.45,809.95,798.05,799.3,1904463,809.45,809.95,798.05,799.3,1904463,0.0,1.0
GOOGL,2016-12-12 00:00:00+00:00,807.9,811.35,804.5311,804.82,1628602,807.9,811.35,804.5311,804.82,1628602,0.0,1.0
GOOGL,2016-12-13 00:00:00+00:00,815.34,824.3,811.94,812.39,2128210,815.34,824.3,811.94,812.39,2128210,0.0,1.0
GOOGL,2016-12-14 00:00:00+00:00,817.89,824.26,812.78,815.92,1799654,817.89,824.26,812.78,815.92,1799654,0.0,1.0
GOOGL,2016-12-15 00:00:00+00:00,815.65,823.0,812.0,817.36,1769719,815.65,823.0,812.0,817.36,1769719,0.0,1.0
GOOGL,2016-12-16 00:00:00+00:00,809.84,819.2,808.12,818.31,2598866,809.84,819.2,808.12,818.31,2598866,0.0,1.0
GOOGL,2016-12-19 00:00:00+00:00,812.5,816.22,804.5,809.28,1263581,812.5,816.22,804.5,809.28,1263581,0.0,1.0
GOOGL,2016-12-20 00:00:00+00:00,815.2,816.49,811.0,813.37,1271883,815.2,816.49,811.0,813.37,1271883,0.0,1.0
GOOGL,2016-12-21 00:00:00+00:00,812.2,815.72,805.1,815.72,1459628,812.2,815.72,805.1,815.72,1459628,0.0,1.0
GOOGL,2016-12-22 00:00:00+00:00,809.68,811.07,806.03,809.1,1132119,809.68,811.07,806.03,809.1,1132119,0.0,1.0
GOOGL,2016-12-23 00:00:00+00:00,807.8,810.9696,805.11,808.01,765537,807.8,810.9696,805.11,808.01,765537,0.0,1.0
GOOGL,2016-12-27 00:00:00+00:00,809.93,816.0,805.8,808.68,975962,809.93,816.0,805.8,808.68,975962,0.0,1.0
GOOGL,2016-12-28 00:00:00+00:00,804.57,813.33,802.44,813.33,1214756,804.57,813.33,802.44,813.33,1214756,0.0,1.0
GOOGL,2016-12-29 00:00:00+00:00,802.88,805.75,798.144,802.33,1057392,802.88,805.75,798.144,802.33,1057392,0.0,1.0
GOOGL,2016-12-30 00:00:00+00:00,792.45,803.285,789.62,803.21,1735879,792.45,803.285,789.62,803.21,1735879,0.0,1.0
GOOGL,2017-01-03 00:00:00+00:00,808.01,811.435,796.89,800.62,1959033,808.01,811.435,796.89,800.62,1959033,0.0,1.0
GOOGL,2017-01-04 00:00:00+00:00,807.77,813.43,804.11,809.89,1515339,807.77,813.43,804.11,809.89,1515339,0.0,1.0
GOOGL,2017-01-05 00:00:00+00:00,813.02,813.74,805.92,807.5,1340535,813.02,813.74,805.92,807.5,1340535,0.0,1.0
GOOGL,2017-01-06 00:00:00+00:00,825.21,828.96,811.5,814.99,2017097,825.21,828.96,811.5,814.99,2017097,0.0,1.0
GOOGL,2017-01-09 00:00:00+00:00,827.18,830.43,821.62,826.37,1408924,827.18,830.43,821.62,826.37,1408924,0.0,1.0
GOOGL,2017-01-10 00:00:00+00:00,826.01,829.41,823.14,827.07,1197442,826.01,829.41,823.14,827.07,1197442,0.0,1.0
GOOGL,2017-01-11 00:00:00+00:00,829.86,829.9,821.47,826.62,1325394,829.86,829.9,821.47,826.62,1325394,0.0,1.0
GOOGL,2017-01-12 00:00:00+00:00,829.53,830.38,821.01,828.38,1350308,829.53,830.38,821.01,828.38,1350308,0.0,1.0
GOOGL,2017-01-13 00:00:00+00:00,830.94,834.65,829.52,831.0,1290182,830.94,834.65,829.52,831.0,1290182,0.0,1.0
GOOGL,2017-01-17 00:00:00+00:00,827.46,830.18,823.2001,830.0,1440905,827.46,830.18,823.2001,830.0,1440905,0.0,1.0
GOOGL,2017-01-18 00:00:00+00:00,829.02,829.81,824.08,829.8,1027698,829.02,829.81,824.08,829.8,1027698,0.0,1.0
GOOGL,2017-01-19 00:00:00+00:00,824.37,832.9999,823.96,829.0,1070454,824.37,832.9999,823.96,829.0,1070454,0.0,1.0
GOOGL,2017-01-20 00:00:00+00:00,828.17,829.24,824.6,829.09,1306183,828.17,829.24,824.6,829.09,1306183,0.0,1.0
GOOGL,2017-01-23 00:00:00+00:00,844.43,845.5428,828.7,831.61,2457377,844.43,845.5428,828.7,831.61,2457377,0.0,1.0
GOOGL,2017-01-24 00:00:00+00:00,849.53,851.52,842.28,846.98,1688375,849.53,851.52,842.28,846.98,1688375,0.0,1.0
GOOGL,2017-01-25 00:00:00+00:00,858.45,858.7936,849.74,853.55,1662148,858.45,858.7936,849.74,853.55,1662148,0.0,1.0
GOOGL,2017-01-26 00:00:00+00:00,856.98,861.0,850.5201,859.05,3493251,856.98,861.0,850.5201,859.05,3493251,0.0,1.0
GOOGL,2017-01-27 00:00:00+00:00,845.03,867.0,841.9,859.0,3752497,845.03,867.0,841.9,859.0,3752497,0.0,1.0
GOOGL,2017-01-30 00:00:00+00:00,823.83,837.23,821.03,837.06,3516933,823.83,837.23,821.03,837.06,3516933,0.0,1.0
GOOGL,2017-01-31 00:00:00+00:00,820.19,823.07,813.4,819.5,2020180,820.19,823.07,813.4,819.5,2020180,0.0,1.0
GOOGL,2017-02-01 00:00:00+00:00,815.24,824.0,812.25,824.0,2251047,815.24,824.0,812.25,824.0,2251047,0.0,1.0
GOOGL,2017-02-02 00:00:00+00:00,818.26,824.56,812.051,815.0,1689179,818.26,824.56,812.051,815.0,1689179,0.0,1.0
GOOGL,2017-02-03 00:00:00+00:00,820.13,826.13,819.35,823.13,1528095,820.13,826.13,819.35,823.13,1528095,0.0,1.0
GOOGL,2017-02-06 00:00:00+00:00,821.62,822.39,814.29,820.92,1350875,821.62,822.39,814.29,820.92,1350875,0.0,1.0
GOOGL,2017-02-07 00:00:00+00:00,829.23,831.92,823.2926,825.5,1666605,829.23,831.92,823.2926,825.5,1666605,0.0,1.0
GOOGL,2017-02-08 00:00:00+00:00,829.88,834.25,825.11,830.53,1302225,829.88,834.25,825.11,830.53,1302225,0.0,1.0
GOOGL,2017-02-09 00:00:00+00:00,830.06,831.98,826.5,831.73,1194238,830.06,831.98,826.5,831.73,1194238,0.0,1.0
GOOGL,2017-02-10 00:00:00+00:00,834.85,837.15,830.51,832.95,1415128,834.85,837.15,830.51,832.95,1415128,0.0,1.0
GOOGL,2017-02-13 00:00:00+00:00,838.96,841.735,836.246,837.7,1295708,838.96,841.735,836.246,837.7,1295708,0.0,1.0
GOOGL,2017-02-14 00:00:00+00:00,840.03,842.0,835.83,839.77,1363345,840.03,842.0,835.83,839.77,1363345,0.0,1.0
GOOGL,2017-02-15 00:00:00+00:00,837.32,841.7725,836.22,838.81,1357185,837.32,841.7725,836.22,838.81,1357185,0.0,1.0
GOOGL,2017-02-16 00:00:00+00:00,842.17,842.69,837.26,838.5,1005084,842.17,842.69,837.26,838.5,1005084,0.0,1.0
GOOGL,2017-02-17 00:00:00+00:00,846.55,846.94,839.78,841.31,1461210,846.55,846.94,839.78,841.31,1461210,0.0,1.0
GOOGL,2017-02-21 00:00:00+00:00,849.27,852.2,846.55,847.99,1261062,849.27,852.2,846.55,847.99,1261062,0.0,1.0
GOOGL,2017-02-22 00:00:00+00:00,851.36,853.79,846.7101,848.0,1224889,851.36,853.79,846.7101,848.0,1224889,0.0,1.0
GOOGL,2017-02-23 00:00:00+00:00,851.0,852.62,842.5,851.08,1386681,851.0,852.62,842.5,851.08,1386681,0.0,1.0
GOOGL,2017-02-24 00:00:00+00:00,847.81,848.36,842.9601,847.65,1346189,847.81,848.36,842.9601,847.65,1346189,0.0,1.0
GOOGL,2017-02-27 00:00:00+00:00,849.67,850.67,843.01,844.95,1010333,849.67,850.67,843.01,844.95,1010333,0.0,1.0
GOOGL,2017-02-28 00:00:00+00:00,844.93,848.83,841.4422,847.35,1383119,844.93,848.83,841.4422,847.35,1383119,0.0,1.0
GOOGL,2017-03-01 00:00:00+00:00,856.75,858.0,849.02,851.38,1818671,856.75,858.0,849.02,851.38,1818671,0.0,1.0
GOOGL,2017-03-02 00:00:00+00:00,849.85,856.49,848.72,856.31,1250938,849.85,856.49,848.72,856.31,1250938,0.0,1.0
GOOGL,2017-03-03 00:00:00+00:00,849.08,850.82,844.705,848.94,1006612,849.08,850.82,844.705,848.94,1006612,0.0,1.0
GOOGL,2017-03-06 00:00:00+00:00,847.27,848.94,841.17,846.86,1047872,847.27,848.94,841.17,846.86,1047872,0.0,1.0
GOOGL,2017-03-07 00:00:00+00:00,851.15,853.33,845.52,847.26,1038696,851.15,853.33,845.52,847.26,1038696,0.0,1.0
GOOGL,2017-03-08 00:00:00+00:00,853.64,856.93,851.25,853.12,1029834,853.64,856.93,851.25,853.12,1029834,0.0,1.0
GOOGL,2017-03-09 00:00:00+00:00,857.84,860.71,852.67,853.69,1347697,857.84,860.71,852.67,853.69,1347697,0.0,1.0
GOOGL,2017-03-10 00:00:00+00:00,861.405,864.229,857.61,862.7,1336585,861.405,864.229,857.61,862.7,1336585,0.0,1.0
GOOGL,2017-03-13 00:00:00+00:00,864.58,867.13,860.82,860.83,1166605,864.58,867.13,860.82,860.83,1166605,0.0,1.0
GOOGL,2017-03-14 00:00:00+00:00,865.91,867.58,860.13,863.75,1061692,865.91,867.58,860.13,863.75,1061692,0.0,1.0
GOOGL,2017-03-15 00:00:00+00:00,868.39,869.88,861.295,867.94,1332885,868.39,869.88,861.295,867.94,1332885,0.0,1.0
GOOGL,2017-03-16 00:00:00+00:00,870.0,872.71,867.52,870.53,1104452,870.0,872.71,867.52,870.53,1104452,0.0,1.0
GOOGL,2017-03-17 00:00:00+00:00,872.37,874.42,868.37,873.68,1868252,872.37,874.42,868.37,873.68,1868252,0.0,1.0
GOOGL,2017-03-20 00:00:00+00:00,867.91,870.34,864.665,869.48,1542199,867.91,870.34,864.665,869.48,1542199,0.0,1.0
GOOGL,2017-03-21 00:00:00+00:00,850.14,873.47,847.687,870.06,2537978,850.14,873.47,847.687,870.06,2537978,0.0,1.0
GOOGL,2017-03-22 00:00:00+00:00,849.8,855.35,847.0,849.48,1366749,849.8,855.35,847.0,849.48,1366749,0.0,1.0
GOOGL,2017-03-23 00:00:00+00:00,839.65,841.69,833.0,841.39,3287669,839.65,841.69,833.0,841.39,3287669,0.0,1.0
GOOGL,2017-03-24 00:00:00+00:00,835.14,844.0,829.1,842.0,2105682,835.14,844.0,829.1,842.0,2105682,0.0,1.0
GOOGL,2017-03-27 00:00:00+00:00,838.51,841.38,824.3,828.09,1935211,838.51,841.38,824.3,828.09,1935211,0.0,1.0
GOOGL,2017-03-28 00:00:00+00:00,840.63,845.4,832.265,839.69,1519202,840.63,845.4,832.265,839.69,1519202,0.0,1.0
GOOGL,2017-03-29 00:00:00+00:00,849.87,851.585,841.38,842.75,1457347,849.87,851.585,841.38,842.75,1457347,0.0,1.0
GOOGL,2017-03-30 00:00:00+00:00,849.48,852.0,846.77,851.98,949398,849.48,852.0,846.77,851.98,949398,0.0,1.0
GOOGL,2017-03-31 00:00:00+00:00,847.8,849.56,845.2445,846.83,1440982,847.8,849.56,845.2445,846.83,1440982,0.0,1.0
GOOGL,2017-04-03 00:00:00+00:00,856.75,859.0,847.5298,848.75,1969402,856.75,859.0,847.5298,848.75,1969402,0.0,1.0
GOOGL,2017-04-04 00:00:00+00:00,852.57,853.0,847.505,848.0,1348494,852.57,853.0,847.505,848.0,1348494,0.0,1.0
GOOGL,2017-04-05 00:00:00+00:00,848.91,860.59,847.52,854.71,1855153,848.91,860.59,847.52,854.71,1855153,0.0,1.0
GOOGL,2017-04-06 00:00:00+00:00,845.095,853.59,844.0,849.5,1533564,845.095,853.59,844.0,849.5,1533564,0.0,1.0
GOOGL,2017-04-07 00:00:00+00:00,842.1,845.88,837.3,845.0,1110404,842.1,845.88,837.3,845.0,1110404,0.0,1.0
GOOGL,2017-04-10 00:00:00+00:00,841.7,846.7372,840.79,841.54,1046215,841.7,846.7372,840.79,841.54,1046215,0.0,1.0
GOOGL,2017-04-11 00:00:00+00:00,839.88,844.63,834.6,841.7,974343,839.88,844.63,834.6,841.7,974343,0.0,1.0
GOOGL,2017-04-12 00:00:00+00:00,841.46,843.72,837.59,838.46,1135775,841.46,843.72,837.59,838.46,1135775,0.0,1.0
GOOGL,2017-04-13 00:00:00+00:00,840.18,843.73,837.8503,841.04,1073650,840.18,843.73,837.8503,841.04,1073650,0.0,1.0
GOOGL,2017-04-17 00:00:00+00:00,855.13,855.64,841.03,841.38,1049125,855.13,855.64,841.03,841.38,1049125,0.0,1.0
GOOGL,2017-04-18 00:00:00+00:00,853.99,857.39,851.25,852.54,936201,853.99,857.39,851.25,852.54,936201,0.0,1.0
GOOGL,2017-04-19 00:00:00+00:00,856.51,860.2,853.5275,857.385,1080336,856.51,860.2,853.5275,857.385,1080336,0.0,1.0
GOOGL,2017-04-20 00:00:00+00:00,860.08,863.93,857.5,859.74,1188843,860.08,863.93,857.5,859.74,1188843,0.0,1.0
GOOGL,2017-04-21 00:00:00+00:00,858.95,862.44,857.73,860.62,1172870,858.95,862.44,857.73,860.62,1172870,0.0,1.0
GOOGL,2017-04-24 00:00:00+00:00,878.93,879.96,866.11,868.44,1691896,878.93,879.96,866.11,868.44,1691896,0.0,1.0
GOOGL,2017-04-25 00:00:00+00:00,888.84,892.25,879.2801,882.26,2020460,888.84,892.25,879.2801,882.26,2020460,0.0,1.0
GOOGL,2017-04-26 00:00:00+00:00,889.14,892.99,885.15,891.39,1302032,889.14,892.99,885.15,891.39,1302032,0.0,1.0
GOOGL,2017-04-27 00:00:00+00:00,891.44,893.3774,887.18,890.0,1817740,891.44,893.3774,887.18,890.0,1817740,0.0,1.0
